sentence,year,base_verb,lemma,form,label
Bei ganz wertvollen Stücken sollen sich Kuriere schon mit Handschellen ans Kunstwerk gekettet haben.,2009,ketten,gekettet,gekettet,0
Enke wärmte noch bis zum Saisonende die Jenaer Bank.,2009,wärmen,wärmte,wärmte,0
Für Gallese und Rizzolatti nachbilden die erstaunlichen Zellen die Basis der Fähigkeit zum Verständnis eines Gegenübers.,2010,bilden,nachbilden,nachbilden,1
"Nun, da Geißler nicht mehr da ist, verwandeln Mappus selbst als großer Mediator durchs Land.",2010,wandeln,verwandeln,verwandeln,1
"Doch nur so lange, bis Karl-Theodor zu Guttenberg kam.",2009,langen,zulangen,lange zu,0
"Sie sollen mich nur weiterempfehlen, bei ihren Freunden und Bekannten.",2009,kennen,bekennen,bekannten,0
"Wenn nicht alles täuscht, hat das Landesmuseum seine große Zeit noch vor sich.",2009,täuschen,täuscht,täuscht,0
"Bis vor wenigen Jahren befand sich hier die Zentrale eines niederländischen Telefonkonzerns, jetzt sind hier Gerichtssäle, Beweismittelkammer, Zellen für Angeklagte.",2009,finden,befinden,befand,0
"Doch gute Wirtschaftsdidaktik verbindet heute beide Ansätze, wie man von Oxford bis Harvard – und übrigens auch von Kiel bis St. Gallen – erleben kann.",2009,binden,verbinden,verbindet,0
"Sie versetzen sich auf die gestürzten Säulen der Basilika, liefen zum Strand hinunter, wo ein Hirte eine alte Kabeltrommel unter die Zeder gerollt und einen Marmorblock als Sitzbank davorgestellt hat, um die Gäste zu empfangen.",2010,setzen,versetzen,versetzen,1
"Am Ende springt er in die Spree, um einen in den Fluss gefallenen Jungen zu retten.",2010,springen,springt,springt,0
"Als ich endlich an seine Haustür klopfte, war er nicht da.",2010,klopfen,klopfte,klopfte,0
"Er zaubert transparente Überlagerungen, wenn er etwa über einen funkelnden Bogen von Vibrafon und Celesta eine rostige Bläserfarbe wischt auf.",2010,wischen,aufwischen,wischt auf,1
"Während die gedruckten Comics der Obama-Euphorie verfolgen, gibt es im Netz aber auch Kritiker.",2009,folgen,verfolgen,verfolgen,1
"Diese zwischen 60 und 90 Zentimeter großen Wichtel sind, wenn überhaupt, dann fast nur im Zustand fortgeschrittener Alkoholisierung anzutreffen.",2009,treffen,antreffen,anzutreffen,0
"Das Mädchen, das Whoopi Goldberg als Nonne in Sister Act spielt, turnt vor in einer schwarzen Perücke über die Stühle.",2009,turnen,vorturnen,turnt vor,1
"Dies machte schließlich einem Wärme liebenden Bewohner am Boden schwer zu schaffen an: der Ameise Myrmica sabuleti, also dem unfreiwilligen Quartiermeister der Bläulingsraupen.",2009,schaffen,anschaffen,schaffen an,1
"Das wahre Erfolgsmodell ist nicht Ruanda, sondern das benachbarte Burundi, das ebenfalls in Hutu und Tutsi gespalten ist.",2009,wahren,wahre,wahre,0
"Dass die Fußballgötter manchmal anders planen ein, weiß er auch.",2009,planen,einplanen,planen ein,1
"Die Sozialpsychologen Bibb Latané und John Darley vermuteten dagegen, dass gerade die große Zahl der Zeugen dem Opfer zum Verhängnis geworden war.",2009,muten,vermuten,vermuteten,0
"Man sieht, wie er dampfend schnaubt aus, den Blick wendet, sich behäbig in Bewegung setzt.",2010,schnauben,ausschnauben,schnaubt aus,1
In diesem Herbst wird Paavo Järvis Beethoven-Sinfonien-Zyklus mit der Bremer Kammerphilharmonie auch komplett auf CD vorliegen.,2009,liegen,vorliegen,vorliegen,0
Irgendwann wird er halb verhungert an den Brüsten einer jungen polnischen Mutter saugen auf.,2010,saugen,aufsaugen,saugen auf,1
"Erstmals werden in der Europäischen Union künftig hochgiftige Substanzen verboten, die im Verdacht stehen, Krebs zu erregen, das Erbgut zu verändern oder die Fortpflanzungsfähigkeit zu schädigen.",2009,schädigen,schädigen,schädigen,0
Außerdem passte der Zerfall der Welt nicht zu ihrem Fortschrittsoptimismus.,2010,passen,passte,passte,0
"Rund 200.000 Altkleider liegen säuberlich zu Karrees gruppiert auf dem Boden, rostige Pfosten markieren die Ecken, daran Aufhängungen für Leuchtröhren und kleine Lautsprecher, die zusammen eine Art Eisenbahnlärm erzeugen.",2010,gruppieren,gruppiert,gruppiert,0
"Aber wie soll er sie malen ab, wenn es hier nirgendwo eine Dose Farbe gibt, keinen Pinsel, nicht einmal eine Stift?",2010,malen,abmalen,malen ab,1
"Die Sorgen der Betriebsräte entzünden sich vor allem daran, dass die Mitarbeiter der Dresdner beim Übergang auf die neue Bank so behandelt werden sollen, als würden sie neu eingestellt.",2009,handeln,behandeln,behandelt,0
"Ende August gaukelte vor S. Klatten demnach vor, er habe in den USA einen Verkehrsunfall verschuldet, bei dem ein Kind verletzt worden sei.",2009,gaukeln,vorgaukeln,gaukelte vor,1
In den vergangenen zehn Jahren ging Guangdong drei Mal in die Knie und ist immer wieder aufgestanden.,2009,stehen,aufstehen,aufgestanden,0
"Little hat errechnet, dass zwei Drittel der Beschäftigten bei Fluggesellschaften gering qualifizierte ab wie Bari sind.",2010,qualifizieren,abqualifizieren,qualifizierte ab,1
"Das vorschnell zu beantworten, hütet sich, wer an das Talent von Kindern und Jugendlichen denkt, aus vor der Zeit Gelesenem das ihnen Verdauliche herauszufiltern – schließlich ist das eine Hauptstrategie der Weltaneignung.",2009,hüten,hütet,hütet,0
Duplicity ist perfektes Unterhaltungskino – bestens geeignet zum Kriseneskapismus.,2009,eignen,geeignet,geeignet,0
"Einander, wie einst Westerwelle und Seehofer, öffentlich auf die Schultern klopfen aus, um umgehend wettzueifern, wer nun die größere Keule vor der Höhle hat – nicht ihr Ding.",2010,klopfen,ausklopfen,klopfen aus,1
"hinaufsteigen, ausbessern, schleifen, neue Schichten auftragen, kleben, trocknen.",2010,schleifen,schleifen,schleifen,0
Dieser schnittige Flieger mit schwarzer Mütze und rotem Schnabel wird wissenschaftlich Sterna paradisaea benennen.,2010,nennen,benennen,benennen,1
"Anfang Juni, als ein Mob durch das usbekische Viertel der kirgisischen Stadt Osch unterhalb des Süleiman-Bergs zog, ist der ganze Straßenzug abgebrannt.",2010,brennen,abbrennen,abgebrannt,0
"Die Parteien müssten sich gleichsam schütteln und das alltagstaugliche, menschliche Sprechen wieder einüben.",2010,schütteln,schütteln,schütteln,0
"Gold, der Antiinflationsklassiker, sei bereits zu teuer, sagen auf einige, die Anschaffung von aus Bronze von Hans Arp, das man vom 15. Juni an am Stand der Galerie Thomas auf der Art Basel kaufen kann.",2010,sagen,aufsagen,sagen auf,1
"Erstmals seit dem Zweiten Weltkrieg dürfte das weltweite Wirtschaftswachstum zurückgehen, die globale Industrieproduktion bereits Mitte des Jahres um 15 Prozent unter dem Wert des Vorjahres liegen und der Welthandel den stärksten Rückgang seit 80 Jahren erleben.",2009,liegen,liegen,liegen,0
Er reizte seine Rolle bis an die Grenze aus.,2009,reizen,reizte,reizte,0
"Dazu ließen die Informatiker sie ein Wörterbuch drucken aus und nahmen die Geräusche, die sie dabei machten, auf.",2009,drucken,ausdrucken,drucken aus,1
"Die oppositionellen Sozialdemokraten, die Topolaneks Sturz betrieben haben und ihm Versagen in der Wirtschaftskrise vorwerfen, wollen ihn jedoch bis zum Auslaufen des EU-Ratsvorsitzes Ende Juni im Amt erdulden.",2009,dulden,erdulden,erdulden,1
Ihre europäischen Ressortkollegen schmetterten ihre Forderung nach einer vorrangigen Verlagerung des Güterverkehrs auf die Schiene ab.,2010,schmettern,schmetterten,schmetterten,0
"Für das richtige Leben war ich von nun an verloren, ich hatte mir dieses Rock-’n’-Roll-Virus eingefangen, das kriegt auf man nicht mehr weg.",2009,kriegen,aufkriegen,kriegt auf,1
Bis zuletzt hatten sich die Teams gegen die von FIA geplante Budgetobergrenze verwehren.,2009,wehren,verwehren,verwehren,1
"Die Geigerin hat den Mantel beim Gespräch an, die Hände hält sie zwischen die Oberschenkel verklemmen.",2010,klemmen,verklemmen,verklemmen,1
"Ein Beispiel ist das Bildungswesen: Weil der Staat die Banken nicht zur Vergabe von Krediten bewegen kann, werden den Unis mittelfristig die Einnahmen wegbrechen, denn die Studenten finanzieren vor ihre Lebenshaltungskosten und die Verwaltungskosten über Studienkredite.",2009,finanzieren,vorfinanzieren,finanzieren vor,1
"Geht das Rennen um Beute aber über die Langstrecke, sticht auf Homo sapiens fast alle Tiere aus.",2010,stechen,aufstechen,sticht auf,1
Vermutlich wird nirgendwo auf der Welt so oft übers Tor verdreschen wie hier.,2010,dreschen,verdreschen,verdreschen,1
Stich: Den Bundesrat gibt es doch gar nicht mehr.,2010,stechen,zerstechen,zerstechen,1
"Dank für Nohls instruktives und besonders für       Huckleberry Finn       sehr werbendes Nachwort und die angehängten Passagen, teils Vorarbeiten Mark Twains, teils aus den Büchern dann weggelassene oder anderweitig verwendete Texte.",2010,wenden,verwenden,verwendete,0
Paarweise greifen sich die jungen Männer einen Bügel und entgleiten schweigend nach oben – fast wie Bergleute in den Schacht.,2010,gleiten,entgleiten,entgleiten,1
"Er wird mehrmals gedämpft, ein erstes Mal getrocknet, mit klebrigem Reiswasser vermischen, in Formen gepresst und wieder getrocknet.",2010,mischen,vermischen,vermischen,1
"Die eigentliche Veränderung, die die Große Koalition bewirkt hat, liegt auf denn auch auf dem gesellschaftspolitischen Feld.",2009,liegen,aufliegen,liegt auf,1
"Heute immerhin etwas seltener als früher, weil meine Studenten den meisten Umgang mit den Tieren verpflegen.",2009,pflegen,verpflegen,verpflegen,1
"Schon Kant hat uns gelehrt, dass wir das Ding an sich nicht erkennen können, und Darwin, Nietzsche und Marx haben uns Gott, die Seele und die Transzendenz genommen.",2010,kennen,erkennen,erkennen,0
"Wie ich mit den Fingern da hineingreife, um mich zu bekreuzigen, stoße ich auf hartes Eis!",2010,kreuzigen,bekreuzigen,bekreuzigen,0
"Die SPD nämlich, mit der aus Konzepten am Ende schließlich Beschlüsse gemacht werden müssen, lehnt Steuersenkungen nicht nur ab, sie will die Steuern für Spitzenverdiener sogar noch erhöhen, um ihr Konjunkturpaket wenigstens teilweise gegen zu finanzieren.",2009,finanzieren,finanzieren,finanzieren,0
"Bei Kuchen dagegen legt man auf die Verklebung gar keinen Wert, erstrecken das Mehl sogar mit Stärke, sodass es bei Rührteigen wenig Sinn ergibt zu sieben.",2010,strecken,erstrecken,erstrecken,1
"ZEIT: Die Kommunen verwarnen, schon durch die gegenwärtigen Gehaltssteigerungen für die Erzieherinnen rücke das Ziel des beitragsfreien Kindergartens in weite Ferne.",2009,warnen,verwarnen,verwarnen,1
"Von Summen, die teils mehr als die Hälfte der Verwaltungsgebühren betragen, ist die Rede.",2010,tragen,betragen,betragen,0
"Sie heirateten, und Steiner beantragte den deutschen Pass, weil es Querelen gab mit seinem österreichischen Verband.",2010,binden,verbinden,verband,0
"Warum brennen auf die Leute nicht vor Neugierde darauf, dem nachzugehen?",2009,brennen,aufbrennen,brennen auf,1
"Dann putzt sie sich den Schnabel am Ast ab, erstrecken ihm den Nacken hin und verlangt nach einer Massage.",2009,strecken,erstrecken,erstrecken,1
Und wer malte ab das Mädchen in Gold?,2009,malen,abmalen,malte ab,1
"Zunächst weigern wir uns, den Bedarf dafür wahrzunehmen.",2010,weigern,weigern,weigern,0
"Tatsächlich schickten die USA nach einer Woche sechs Hubschrauber, die viele, rettende Einsätze im Swat-Tal flogen.",2010,fliegen,flogen,flogen,0
"Da reicht es schon, dass Jürgen Rüttgers die Grünen im Wahlkampf demonstrativ schont.",2010,schonen,schont,schont,0
"Michael Larsen setzt sich mit an den Tisch, ein 19-jähriger Junge, sehr nervös, man merkt, dass er Schwierigkeiten hat, sich auf das Gespräch zu konzentrieren.",2009,merken,merkt,merkt,0
"Vor allem aber ist Buzz unpraktisch:Es vermischt zwei Dinge, die viele allein schon wegen der Übersichtlichkeit gerne trennen: die persönliche Korrespondenz und das öffentliche Plappern, wie man es aus Sozialen Netzwerken kennt aus.",2010,kennen,auskennen,kennt aus,1
"Sie wurden nachts mit einer schweren Tür verriegelt, damit niemand das wertvolle Metall wegstehlen.",2010,stehlen,wegstehlen,wegstehlen,1
"Die Formulierung stammt von Wolf Wagner, Prof\. für Sozialwesen in Erfurt, der in seinem Ratgeber       Uni-Angst und Uni-Bluff heute       beschreibt, wie die Uni intellektuelle Hochstapler heranzieht.",2009,schreiben,beschreiben,beschreibt,0
"Sie entkam der stickigen Enge der Exilgemeinde in Dharamsala nach Delhi, arbeitete in einem Sari-Laden, lernte reiche Leute kennen.",2009,kommen,entkommen,entkam,0
"Die Sonne versinkt gegen 17 Uhr, und die Schwäne vor dem Casa Rosso, Oudezijds Achterburgwal 106-108, baden im ocker und rosé gefärbten Grachtenwasser.",2009,sinken,versinken,versinkt,0
"In jüngster Zeit hat er jedoch auch versucht, sich dem Erzfeind USA wieder etwas zu nähern, etwa indem er US-Präsident Barack Obama ein Glückwunschtelegramm zu dessen Amtsantritt schrieb.",2009,suchen,versuchen,versucht,0
"Aber, obwohl wir 2010 haben: Rebellion ist eben doch nicht bloß die entleeren Geste, die sich insgeheim eigentlich alle aus Bequemlichkeit erhoffen.",2010,leeren,entleeren,entleeren,1
"Eine Zahl, die vermutlich der mangelnden Qualität italienischer Hochschulen verschulden ist.",2010,schulden,verschulden,verschulden,1
1990 ließen die Kapstädter Behörden offiziell ganze Horden ausrotten.,2009,rotten,ausrotten,ausrotten,0
"Der gaukle vor einem, blind und eigennützig, wie er ist, doch ständig nur Glücksillusionen vor.",2009,gaukeln,vorgaukeln,gaukle vor,1
Seit einem Jahr lebt Ringel wieder in Cambridge und feilt aus nun am Abschlusskapitel seiner Dr.arbeit.,2010,feilen,ausfeilen,feilt aus,1
Der spanische König finanzierte vor damit die Aufrüstung von Flotte und Armee und sicherte so seine Vorherrschaft in Europa.,2010,finanzieren,vorfinanzieren,finanzierte vor,1
"Besonders übel nahm die Landtagsfraktion dem Ministerpräsidenten, dass er den parteilosen Jörn Biel ohne ihre Zustimmung zum Nachfolger Marnettes berief.",2009,rufen,berufen,berief,0
Ich selbst habe die Studie geleitet und habe auch mit einigen Attentätern gesprochen.,2010,leiten,geleiten,geleitet,0
"Die Nachbarn werden ihm hinterherschauen, flüstern und schimpfen aus: Muss er, als Muslim, wie ein Christ den Jesus spielen?",2009,schimpfen,ausschimpfen,schimpfen aus,1
"So ziehen Köhlers Mitarbeiter, meist ehemalige Straßenkehrer und Putzfrauen, gegen alle erdenklichen Übel zu Felde, immer gedeckt ab durch das steirische Landessicherheitsgesetz.",2009,decken,abdecken,gedeckt ab,1
Solche Leute würden sofort auf die schwarze Liste gesetzt und bestimmt niemals Mitglied werden.,2010,setzen,gesetzt,gesetzt,0
"In seinem Roman Deep Love geht es um eine 17-jährige Frau, die als Prostituierte ihren Körper verkauft, um Geld für eine Herz-Operation ihres Freundes zu versammeln.",2009,sammeln,versammeln,versammeln,1
"Die Tierpsychologin sagt, das Falscheste, was man tun könne, sei, die Katze mit einer Wasserpistole nass zu spritzen an.",2009,spritzen,anspritzen,spritzen an,1
"Wenn die Schokolade für die Ganache zu zwei Dritteln wegschmelzen ist, den Topf aus dem Wasserbad nehmen und die heiße Sahne daraufgießen.",2009,schmelzen,wegschmelzen,wegschmelzen,1
"Sie ziehen ab, da dreht sich einer nochmals um, schlägt auf das Opfer ein und bestechen ihm ein Messer in die Brust.",2009,stechen,bestechen,bestechen,1
Am Dienstag hatte die israelische Armee ihre Angriffe gegen Hamas deutlich ausgeweitet.,2009,weiten,ausweiten,ausgeweitet,0
"Man kann natürlich in die Südsee fliegen ab, ans türkisgrüne Meer, ins gleißende Licht des ewigen Sommers – und sich bei der Rückkehr genau die Winterdepression holen, die man mit dieser Reise vermeiden wollte.",2010,fliegen,abfliegen,fliegen ab,1
"Da der Zinssatz ein für allemal fix sein sollte, sind die Raten so kalkuliert, dass der Kredit am Ende der Zins­bindung von 10, 15, oder 20 Jahren vertilgen ist.",2009,tilgen,vertilgen,vertilgen,1
Die Anglomania beherrschte Europa von den 1880ern bis in die 1920er Jahre.,2010,herrschen,beherrschen,beherrschte,0
"Ein Kursverhältnis, das etwas über den wahren Wert einer Währung für ihre Besitzer aussagt und auch über das wirtschaftliche Kräfteverhältnis zwischen den Ländern, die diese Währungen drucken ab lassen.",2010,drucken,abdrucken,drucken ab,1
"Denn am Leibniz Kolleg geht es nicht nur darum, ein Jahr lang gemeinsam zu pauken ein.",2009,pauken,einpauken,pauken ein,1
Abbas wird also den US-Präsidenten auf einen sofortigen Baustopp der Siedlungen und einen Abbau der auch nach israelischem Recht illegalen Siedlungs-Außenposten drängen.,2009,dringen,drängen,drängen,0
"Die Koalition zeigt sich grundsätzlich zur Hilfe entschlossen, um die von der Wirtschaftskrise bedrohten Arbeitsplätze bei Opel und den Zulieferbetrieben zu schützen.",2009,schützen,schützen,schützen,0
